id,item_group_id,title,description,link,image_link,price,availability,condition,google_product_category,product_type,additional_image_link,sale_price,brand,gender,age_group,size,size_type,shipping,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,adwords_redirect
"fulmoon-pre-strung-the-beginning-of-a-new-chapter-banner-glitter-graduation-party-decorations-happy-","fulmoon","Fulmoon Fulmoon Pre Strung the Beginning of a New Chapter Banner, Glitter Graduation Party Decorations, Happy Retirement Supplies, Going Away Farewell","; ; Theme Graduation Color Navy Blue Brand Fulmoon Recommended Uses For Product Decor Occasion multiple Material Cardstock Specific Uses For Product Indoor Product Dimensions 13.12""L x 6.3""W Target Audience Unisex Included Components Strings See more | Best for: Banners | Editor Score: 9.2/10 | Rating: 4.6/5 (77 reviews) | ASIN: B0DWN2YVL9 | Celebrate with Fulmoon's navy blue banner, perfect for graduation & parties. Get yours today & make it unforgettable!","https://dawnwire.com/products/fulmoon-pre-strung-the-beginning-of-a-new-chapter-banner-glitter-graduation-party-decorations-happy-retirement-supplies-going-away-farewell-new-home-job-change-party-sign-garlandnavy-blue","https://m.media-amazon.com/images/I/71OiZIH9aSL.jpg","7.99 USD","in stock","new","Home & Garden","Fulmoon > Banners",,,"Fulmoon","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","fulmoon","banners",
"hiboom-13-ft-20-led-red-cups-string-lights-mini-shot-cup-lights","hiboom","Hiboom Hiboom 13 Ft 20 LED Red Cups String Lights, Mini Shot Cup Lights","; ; Color Red Brand Hiboom Indoor/Outdoor Usage Indoor, Outdoor Special Feature Energy Efficient Light Source Type LED Power Source Battery Powered Light Color Warm White Theme Graduation,Novelty Occasion Graduation Style Modern See more | Best for: Indoor String Lights | Editor Score: 8.6/10 | Rating: 4.3/5 (147 reviews) | ASIN: B0B6CC717M | Get Hiboom 13ft LED Red Cup Lights. Energy efficient, battery powered. $15.99. Read reviews!","https://dawnwire.com/products/hiboom-13-ft-20-led-red-cups-string-lights-mini-shot-cup-lights","https://m.media-amazon.com/images/I/71ehtvBvl3L.jpg","16.99 USD","in stock","new","Home & Garden","Hiboom > Indoor String Lights",,,"Hiboom","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","hiboom","indoor_string_lights",
"the-song-of-achilles-a-novel","by-madeline-miller-(author)-format:-paperback","by                   Madeline Miller              (Author)                       Format: Paperback The Song of Achilles: A Novel","Customer insights: Customer reviews4.5 out of 5 stars4.5 out of 5132,569 global ratings5 star4 star3 star2 star1 star5 star68%23%7%1%1%68%5 star4 star3 star2 star1 star4 star68%23%7%1%1%23%5 star4 star3 star2 star1 star3 star68%23%7%1%1%7%5 star4 star3 star2 star1 star2 star68%23… | Best for: Classic Fiction | Editor Score: 9/10 | Rating: 4.5/5 (132569 reviews) | ASIN: 0062060627 | 4.5/5 stars, $15.99. Read reviews of Madeline Miller's novel","https://dawnwire.com/products/the-song-of-achilles-a-novel","https://m.media-amazon.com/images/I/81msb6gUBTL.jpg","17.99 USD","in stock","new","Home & Garden","by                   Madeline Miller              (Author)                       Format: Paperback > Classic Fiction",,"9.69 USD","by                   Madeline Miller              (Author)                       Format: Paperback","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","by_madeline_miller_(author)_format:_paperback","classic_fiction",
"professor-stalker-a-dark-obsessive-age-gap-stalker-romance-a-rescue-and-ruin-novel","by-mj-ash-(author)-format:-kindle-edition","by                   MJ Ash              (Author)                       Format: Kindle Edition Professor Stalker: A Dark Obsessive Age Gap Stalker","Customer insights: Customer reviews3.8 out of 5 stars3.8 out of 578 global ratings5 star4 star3 star2 star1 star5 star41%24%22%8%5%41%5 star4 star3 star2 star1 star4 star41%24%22%8%5%24%5 star4 star3 star2 star1 star3 star41%24%22%8%5%22%5 star4 star3 star2 star1 star2 star41%24%… | Best for: New Adult & College Romance | Editor Score: 7.6/10 | Rating: 3.8/5 (78 reviews) | ASIN: B0FWZ7B6LT | Dark obsessive age gap romance. 3.8/5 stars, $price. Read reviews","https://dawnwire.com/products/professor-stalker-a-dark-obsessive-age-gap-stalker-romance-a-rescue-and-ruin-novel","https://m.media-amazon.com/images/I/81cKTPSHseL.jpg","0.99 USD","in stock","new","Home & Garden","by                   MJ Ash              (Author)                       Format: Kindle Edition > New Adult & College Romance",,,"by                   MJ Ash              (Author)                       Format: Kindle Edition","unisex","adult",,,"US:Standard:0 USD","recommended","regular_price","no_deal","by_mj_ash_(author)_format:_kindle_edition","new_adult_&_college_romance",
"superjare-nightstand-with-charging-station-bed-side-table-with-adjustable-fabric-drawer-night-stand-","superjare","SUPERJARE SUPERJARE Nightstand with Charging Station, Bed Side Table with Adjustable Fabric Drawer, Night Stand for Bedroom, 3-Tier Storage End Table,","; ; Brand SUPERJARE Product Dimensions 11.8""D x 15.7""W x 23.4""H Maximum Weight Recommendation 33 pounds Frame Material Metal Color Rustic Brown and Black | Best for: Nightstands | Editor Score: 9/10 | Rating: 4.5/5 (6742 reviews) | ASIN: B0BDFRN629 | Rustic nightstand with charging station. $50-$100. Read reviews","https://dawnwire.com/products/superjare-nightstand-with-charging-station-bed-side-table-with-adjustable-fabric-drawer-night-stand-for-bedroom-3-tier-storage-end-table-for-living-room-rustic-brown-and-black","https://m.media-amazon.com/images/I/81wD5L6IugL.jpg","45.99 USD","in stock","new","Electronics > Audio & Video > Video Equipment","SUPERJARE > Nightstands",,"27.99 USD","SUPERJARE","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","superjare","nightstands",
"elf-monochromatic-multi-stick-travel-sized-luxuriously-creamy-blendable-color-for-eyes-lips-cheeks-v","e.l.f.","e.l.f. e.l.f. Monochromatic Multi Stick, Travel-Sized Luxuriously Creamy & Blendable Color For Eyes, Lips & Cheeks, Vegan & Cruelty-Free, Glimmering G","What it is: A cream-to-powder, wear-everywhere blush stick stick that delivers a highly blendable kiss of color to eyes, lips and cheeks.Why we love:Versatile, multi stick makeup for eyes, lips, and cheeksNon-greasy, lightweight formula in a trending stick blush formatFoolproof, … | Best for: Blush | Editor Score: 8.8/10 | Rating: 4.4/5 (97950 reviews) | ASIN: B088WHRL2L | Get e.l.f. Monochromatic Multi Stick in Glimmering Guava. Vegan, cruelty-free, $, read reviews","https://dawnwire.com/products/elf-monochromatic-multi-stick-travel-sized-luxuriously-creamy-blendable-color-for-eyes-lips-cheeks-vegan-cruelty-free-glimmering-guava-017-oz","https://m.media-amazon.com/images/I/614rBA0ZLmL.jpg","6.00 USD","in stock","new","Home & Garden","e.l.f. > Blush",,,"e.l.f.","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","e.l.f.","blush",
"eureka-nes215a-blaze-3-in-1-swivel-handheld-stick-vacuum-cleaner-blue","eureka-nes215a-blaze-3-in-1-swivel-handheld-stick-","Eureka NES215A Blaze 3-in-1 Swivel Handheld & Stick Vacuum Cleaner, Blue","; ; Brand Eureka Special Feature 9.5"" cleaning path, Swivel Steering, corded, removeable dust cup, washable filters Filter Type Foam Surface Recommendation Hard Floor Power Source Corded Electric | Best for: Stick Vacuums & Electric Brooms | Editor Score: 8.2/10 | Rating: 4.1/5 (120706 reviews) | ASIN: B07NVR2NTT | Get Eureka NES215A Blaze 3-in-1 Vacuum for $49.99! Read reviews & compare prices","https://dawnwire.com/products/eureka-nes215a-blaze-3-in-1-swivel-handheld-stick-vacuum-cleaner-blue","https://m.media-amazon.com/images/I/61EpSSv+SEL.jpg","37.14 USD","in stock","new","Home & Garden","Stick Vacuums & Electric Brooms",,"33.99 USD",,"unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal",,"stick_vacuums_&_electric_brooms",
"eudele-mesh-shower-caddy-portable-for-college-dorm-room-essentials-shower-caddy-dorm-with-9-pocket-l","eudele","EUDELE EUDELE Mesh Shower Caddy Portable for College Dorm Room Essentials, Shower Caddy Dorm with 9-Pocket Large Capacity, Quick-Dry Hanging Toiletry ","; ; Specific Uses For Product Showers, Bathroom, Dorm,Toiletries,Travel, Gym, Camp, Swim,Beach,Outdoor,Handbags,Clothing Material Mesh, Oxford Cloth Special Feature Portable, Waterproof, Foldable, Lightweight Color All Black Brand EUDELE Finish Type Polished Mounting Type Freesta… | Verdict: The EUDELE Mesh Shower Caddy Portable for College Dorm Room Essentials, Shower Caddy Dorm with 9-Pocket Large Capacity, Quick-Dry Hanging Toiletry Bag for Beach, Swimming, Gym, Camping, Travel essentials by EUDELE delivers outstanding performance for its price of $9.99. It is best suited for shopper | Best for: Shower Caddies | Editor Score: 9/10 | Rating: 4.5/5 (7779 reviews) | ASIN: B09SZ9T4MV | Portable shower caddy for $15.99. 4.5-star rated. Shop now!","https://dawnwire.com/products/eudele-mesh-shower-caddy-portable-for-college-dorm-room-essentials-shower-caddy-dorm-with-9-pocket-large-capacity-quick-dry-hanging-toiletry-bag-for-beach-swimming-gym-camping-travel-essentials","https://m.media-amazon.com/images/I/810iTm77M7L.jpg","9.99 USD","in stock","new","Home & Garden","EUDELE > Shower Caddies","https://m.media-amazon.com/images/I/51qglmNFeBL.jpg|https://m.media-amazon.com/images/I/516y9Qav+kL.jpg|https://m.media-amazon.com/images/I/51Lg3jNUTlL.jpg|https://m.media-amazon.com/images/I/41e0ZEz-zjL.jpg|https://m.media-amazon.com/images/I/51TQfa5WRnL.jpg|https://m.media-amazon.com/images/I/51Z1P2d-NvL.jpg|https://m.media-amazon.com/images/I/51qCkPTGHyL.jpg|https://m.media-amazon.com/images/S/sash//GN8m8-lU2_Dj38v.svg|https://m.media-amazon.com/images/I/01GK70BG4uL.svg|https://m.media-amazon.com/images/I/019h+CPo68L.svg",,"EUDELE","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","eudele","shower_caddies",
"youdenova-hanging-closet-organizer-and-storage-6-shelf-grey","youdenova","YOUDENOVA YOUDENOVA Hanging Closet Organizer and Storage, 6-Shelf, Grey","; ; Material MDF, Bamboo, Fabric Mounting Type Hanging Mount Room Type Bedroom, Dorm Room, Dressing Room, Kids Room Shelf Type Hanging Shelf Number of Shelves 6 Special Feature Durable, Foldable, Lightweight, Portable, Space Saving Product Dimensions 12""D x 12""W x 48""H Shape Rect… | Best for: Hanging Shelves | Editor Score: 9/10 | Rating: 4.5/5 (17338 reviews) | ASIN: B07SYPLVTG | Get YOUDENOVA Hanging Closet Organizer for $50. 4.5-star rated, durable & space-saving. Read reviews now!","https://dawnwire.com/products/youdenova-hanging-closet-organizer-and-storage-6-shelf-grey","https://m.media-amazon.com/images/I/61+pb4y2RLL.jpg","18.98 USD","in stock","new","Home & Garden","YOUDENOVA > Hanging Shelves",,"17.98 USD","YOUDENOVA","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","youdenova","hanging_shelves",
"the-deal","elle-kennedy-(author),-christian-fox-(narrator),-lorelei-avalon-(narrator),-","Elle Kennedy              (Author),                           Christian Fox              (Narrator),                           Lorelei Avalo","Customer insights: Customer reviews4.5 out of 5 stars4.5 out of 5212,832 global ratings5 star4 star3 star2 star1 star5 star59%31%9%1%0%59%5 star4 star3 star2 star1 star4 star59%31%9%1%0%31%5 star4 star3 star2 star1 star3 star59%31%9%1%0%9%5 star4 star3 star2 star1 star2 star59%31… | Best for: Contemporary | Editor Score: 9/10 | Rating: 4.5/5 (212832 reviews) | ASIN: B01498HF7E | 4.5/5 stars, 12,832 reviews. Discover Elle Kennedy's The Deal, narrated by Christian Fox & Lorelei Avalon","https://dawnwire.com/products/the-deal","https://m.media-amazon.com/images/I/81AWXbIlMgL.jpg","8.99 USD","in stock","new","Home & Garden","Elle Kennedy              (Author),                           Christian Fox              (Narrator),                           Lorelei Avalon              (Narrator),                      > Contemporary",,,"Elle Kennedy              (Author),                           Christian Fox              (Narrator),                           Lorelei Avalon              (Narrator),                     ","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","elle_kennedy_(author),_christian_fox_(narrator),_lorelei_avalon_(narrator),_","contemporary",
"strawberry-fuzzy-slippers-for-women-platform-thick-sole-slip-on-college-trendy-indoor-outdoor-comfor","afxafx","AFXAFX Strawberry Fuzzy Slippers for Women Platform Thick Sole Slip-on College Trendy Indoor Outdoor Comfortable Plush Cozy Cute Kawaii","Customer insights: Customer reviews5 out of 5 stars5 out of 51 global rating5 star4 star3 star2 star1 star5 star100%0%0%0%0%100%5 star4 star3 star2 star1 star4 star100%0%0%0%0%0%5 star4 star3 star2 star1 star3 star100%0%0%0%0%0%5 star4 star3 star2 star1 star2 star100%0%0%0%0%0%5 … | Best for: Slippers | Editor Score: 10/10 | Rating: 5/5 (1 reviews) | ASIN: B0G4GG9JHQ | Cozy & cute slippers $19.99, 5/5 stars. Read reviews & buy now!","https://dawnwire.com/products/strawberry-fuzzy-slippers-for-women-platform-thick-sole-slip-on-college-trendy-indoor-outdoor-comfortable-plush-cozy-cute-kawaii","https://m.media-amazon.com/images/I/31WJFx6TjeL.jpg","30.99 USD","in stock","new","Health & Beauty > Personal Care > Skin Care","AFXAFX > Slippers",,"18.88 USD","AFXAFX","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","afxafx","slippers",
"24p-light-up-shot-glasses-for-adult-birthdaybachelor-party-favors","jtwking","JTWKING 24P Light Up Shot Glasses for Adult Birthday/Bachelor Party Favors","; ; Brand JTWKING Material Acrylic Color Clear Capacity 2 ounces Special Feature Transparent | Best for: Shot Glasses | Editor Score: 9/10 | Rating: 4.5/5 (1494 reviews) | ASIN: B08X4549J4 | Get JTWKING 24P Light Up Shot Glasses for $, read reviews & buy now!","https://dawnwire.com/products/24p-light-up-shot-glasses-for-adult-birthdaybachelor-party-favors","https://m.media-amazon.com/images/I/81-GZuHGeGL.jpg","22.99 USD","in stock","new","Home & Garden","JTWKING > Shot Glasses",,"20.69 USD","JTWKING","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","jtwking","shot_glasses",
"color-nymph-beginner-makeup-kit-for-teens-with-the-small-cosmetic-train-case-included-24-colors-eyes","color-nymph","Color Nymph Color Nymph Beginner Makeup Kit For Teens With The Small Cosmetic Train Case Included 24-Colors Eyeshadow Palette Blushes Bronzer Highligh","Customer insights: Customer reviews4.5 out of 5 stars4.5 out of 51,094 global ratings5 star4 star3 star2 star1 star5 star76%12%7%2%3%76%5 star4 star3 star2 star1 star4 star76%12%7%2%3%12%5 star4 star3 star2 star1 star3 star76%12%7%2%3%7%5 star4 star3 star2 star1 star2 star76%12%7… | Best for: Makeup Sets | Editor Score: 9/10 | Rating: 4.5/5 (1094 reviews) | ASIN: B0CBRVZKK1 | Get 24-color eyeshadow palette & more for $25. 4.5/5 stars from 1,094 reviews. Shop now!","https://dawnwire.com/products/color-nymph-beginner-makeup-kit-for-teens-with-the-small-cosmetic-train-case-included-24-colors-eyeshadow-palette-blushes-bronzer-highlighter-lipstick-brushes-mirrorpink","https://m.media-amazon.com/images/I/71m7N37l2EL.jpg","29.99 USD","in stock","new","Health & Beauty > Personal Care > Skin Care","Color Nymph > Makeup Sets",,"24.99 USD","Color Nymph","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","color_nymph","makeup_sets",
"all-in-one-makeup-kit-for-teen-girls-beginners-with-foundationeyeshadow-lipstick-eyeliner-mascara-br","vespro","VESPRO All In One Makeup Kit for Teen Girls Beginners with Foundation,Eyeshadow, Lipstick, Eyeliner, Mascara, Brushes, Bag, Travel Friendly MakeUp Gif","Customer insights: Customer reviews4.5 out of 5 stars4.5 out of 5226 global ratings5 star4 star3 star2 star1 star5 star78%12%4%2%4%78%5 star4 star3 star2 star1 star4 star78%12%4%2%4%12%5 star4 star3 star2 star1 star3 star78%12%4%2%4%4%5 star4 star3 star2 star1 star2 star78%12%4%2… | Best for: Makeup Sets | Editor Score: 9/10 | Rating: 4.5/5 (226 reviews) | ASIN: B0FJY192C8 | Get VESPRO's all-in-one makeup kit for teen girls ($25) - 4.5/5 stars, 2226 reviews","https://dawnwire.com/products/all-in-one-makeup-kit-for-teen-girls-beginners-with-foundationeyeshadow-lipstick-eyeliner-mascara-brushes-bag-travel-friendly-makeup-gift-set-birthday-gifts-for-teen-girls-graduation-gifts","https://m.media-amazon.com/images/I/8149fExDFJL.jpg","15.99 USD","in stock","new","Health & Beauty > Personal Care > Skin Care","VESPRO > Makeup Sets",,"14.39 USD","VESPRO","unisex","adult",,,"US:Standard:0 USD","top_rated","on_sale","no_deal","vespro","makeup_sets",
"the-tutor-who-hates-studying-with-me-a-new-adult-tutorstudent-gay-college-romance-novella-hate-me-wa","by-mikel-vale-(author)-format:-kindle-edition","By                   Mikel Vale              (Author)                       Format: Kindle Edition The Tutor Who Hates Studying With Me: A New Adu","Customer insights: Customer reviews4 out of 5 stars4 out of 514 global ratings5 star4 star3 star2 star1 star5 star30%46%24%0%0%30%5 star4 star3 star2 star1 star4 star30%46%24%0%0%46%5 star4 star3 star2 star1 star3 star30%46%24%0%0%24%5 star4 star3 star2 star1 star2 star30%46%24%0… | Verdict: The The Tutor Who Hates Studying With Me: A New Adult Tutor–Student Gay College Romance Novella (Hate Me, Want Me Book 4) by By                   Mikel Vale              (Author)                       Format: Kindle Edition delivers solid performance for its price of $2.99. It is best suited for | Best for: Gay Romance | Editor Score: 8/10 | Rating: 4/5 (14 reviews) | ASIN: B0GJXBZY9Q | Get Hate Me, Want Me Book 4. 4/5 stars, $X.XX. Read reviews now!","https://dawnwire.com/products/the-tutor-who-hates-studying-with-me-a-new-adult-tutorstudent-gay-college-romance-novella-hate-me-want-me-book-4","https://m.media-amazon.com/images/I/81gh+j6gyNL.jpg","2.99 USD","in stock","new","Home & Garden","By                   Mikel Vale              (Author)                       Format: Kindle Edition > Gay Romance","https://m.media-amazon.com/images/I/21EzREA+0yL.svg|https://m.media-amazon.com/images/G/01/samplePlayers/assets/Spinner.svg|https://m.media-amazon.com/images/S/amzn-author-media-prod/3ode850h3giotp1s3nb6fi9r63._SL200_._FMwebp_.jpg",,"By                   Mikel Vale              (Author)                       Format: Kindle Edition","unisex","adult",,,"US:Standard:0 USD","top_rated","regular_price","no_deal","by_mikel_vale_(author)_format:_kindle_edition","gay_romance",
